,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,FTR,B365D,B365A,Score,Round,Home_Id,Away_Id
2896,10/10/2019,Santos,Palmeiras,2.0,0.0,H,2.84,3.02,2.85,1.0,0.0,1,10
2897,10/10/2019,Avai,Vasco,0.0,0.0,D,3.22,2.88,2.65,0.0,0.0,15,11
2898,10/10/2019,Corinthians,Athletico-PR,2.0,2.0,D,1.95,3.29,4.61,0.0,0.0,16,0
2899,11/10/2019,Flamengo RJ,Atletico-MG,3.0,1.0,H,1.5,4.1,7.64,1.0,0.0,12,5
2900,12/10/2019,Goias,CSA,1.0,0.0,H,1.65,3.84,5.86,0.5,0.0,9,18
2901,12/10/2019,Fluminense,Bahia,2.0,0.0,H,2.12,3.19,3.98,1.0,0.0,19,3
2902,13/10/2019,Palmeiras,Botafogo RJ,1.0,0.0,H,1.24,6.0,13.97,0.5,0.0,10,13
2903,13/10/2019,Athletico-PR,Flamengo RJ,0.0,2.0,A,3.01,3.28,2.51,-1.0,0.0,0,12
2904,13/10/2019,Ceara,Avai,1.0,0.0,H,1.54,3.96,7.31,0.5,0.0,4,15
2905,13/10/2019,Internacional,Santos,0.0,0.0,D,2.19,3.23,3.71,0.0,0.0,7,1
2906,13/10/2019,Vasco,Fortaleza,1.0,0.0,H,1.55,4.16,6.57,0.5,0.0,11,8
2907,13/10/2019,Sao Paulo,Corinthians,1.0,0.0,H,2.25,2.89,4.1,0.5,0.0,2,16
2908,13/10/2019,Atletico-MG,Gremio,1.0,4.0,A,2.45,3.4,3.01,-1.5,0.0,5,6
2909,13/10/2019,Chapecoense-SC,Cruzeiro,1.0,1.0,D,4.21,3.19,2.07,0.0,0.0,17,14
2910,16/10/2019,CSA,Atletico-MG,2.0,2.0,A,3.85,3.35,2.1,0.0,0.0,18,5
2911,16/10/2019,Gremio,Bahia,0.0,1.0,A,1.51,4.23,7.11,-0.5,0.0,6,3
2912,17/10/2019,Fortaleza,Flamengo RJ,1.0,2.0,A,6.19,3.98,1.6,-0.5,0.0,8,12
2913,17/10/2019,Cruzeiro,Sao Paulo,1.0,0.0,A,2.66,2.98,3.09,0.5,0.0,14,2
2914,17/10/2019,Palmeiras,Chapecoense-SC,1.0,0.0,A,1.16,7.49,21.35,0.5,0.0,10,17
2915,17/10/2019,Goias,Corinthians,2.0,2.0,A,2.93,2.97,2.81,0.0,0.0,9,16
2916,17/10/2019,Vasco,Botafogo RJ,2.0,1.0,A,1.74,3.61,5.43,0.5,0.0,11,13
2917,17/10/2019,Avai,Internacional,0.0,2.0,A,4.02,3.02,2.2,-1.0,0.0,15,7
2918,17/10/2019,Santos,Ceara,2.0,1.0,A,1.51,4.07,7.54,0.5,0.0,1,4
2919,18/10/2019,Fluminense,Athletico-PR,1.0,2.0,A,2.54,3.24,3.01,-0.5,0.0,19,0
2920,19/10/2019,Fortaleza,Gremio,2.0,1.0,H,2.79,3.0,2.91,0.5,0.0,8,6
2921,19/10/2019,Corinthians,Cruzeiro,1.0,2.0,A,2.37,3.03,3.54,-0.5,0.0,16,14
2922,20/10/2019,Atletico-MG,Santos,2.0,0.0,H,2.37,3.42,3.12,1.0,0.0,5,1
2923,20/10/2019,Internacional,Vasco,0.0,1.0,A,1.81,3.45,5.2,-0.5,0.0,7,11
2924,20/10/2019,Sao Paulo,Avai,1.0,0.0,H,1.38,4.66,9.79,0.5,0.0,2,15
2925,20/10/2019,Flamengo RJ,Fluminense,2.0,0.0,H,1.47,4.36,7.72,1.0,0.0,12,19
2926,20/10/2019,Athletico-PR,Palmeiras,1.0,1.0,D,2.83,3.23,2.69,0.0,0.0,0,10
2927,20/10/2019,Chapecoense-SC,Goias,2.0,2.0,D,1.99,3.32,4.35,0.0,0.0,17,9
2928,21/10/2019,Bahia,Ceara,1.0,2.0,A,1.69,3.62,5.85,-0.5,0.0,3,4
2929,22/10/2019,Botafogo RJ,CSA,2.0,1.0,H,1.71,3.55,5.8,0.5,0.0,13,18
2930,26/10/2019,Ceara,Vasco,1.0,1.0,D,2.02,3.42,4.08,0.0,0.0,4,11
2931,26/10/2019,Corinthians,Santos,0.0,0.0,D,2.79,3.03,2.88,0.0,0.0,16,1
2932,26/10/2019,Bahia,Internacional,2.0,3.0,A,2.61,2.95,3.21,-0.5,0.0,3,7
2933,26/10/2019,Fluminense,Chapecoense-SC,1.0,1.0,D,1.42,4.59,8.51,0.0,0.0,19,17
2934,27/10/2019,Cruzeiro,Fortaleza,1.0,1.0,D,1.64,3.66,6.4,0.0,0.0,14,8
2935,27/10/2019,Athletico-PR,Goias,4.0,1.0,H,1.3,5.7,10.41,1.5,0.0,0,9
2936,27/10/2019,Gremio,Botafogo RJ,3.0,0.0,H,1.3,5.61,10.59,1.5,0.0,6,13
2937,27/10/2019,Sao Paulo,Atletico-MG,2.0,0.0,H,1.87,3.45,4.74,1.0,0.0,2,5
2938,27/10/2019,Avai,Palmeiras,1.0,2.0,A,6.82,3.65,1.62,-0.5,0.0,15,10
2939,27/10/2019,Flamengo RJ,CSA,1.0,0.0,H,1.08,12.25,29.58,0.5,0.0,12,18
2940,30/10/2019,Atletico-MG,Chapecoense-SC,0.0,2.0,A,1.3,5.97,9.38,-1.0,0.0,5,17
2941,30/10/2019,Avai,Fortaleza,1.0,3.0,A,2.64,3.03,3.06,-1.0,0.0,15,8
2942,30/10/2019,Palmeiras,Sao Paulo,3.0,0.0,H,1.8,3.32,5.57,1.5,0.0,10,2
2943,31/10/2019,Ceara,Fluminense,2.0,0.0,H,1.98,3.36,4.32,1.0,0.0,4,19
2944,31/10/2019,CSA,Corinthians,2.0,1.0,H,4.15,2.98,2.18,0.5,0.0,18,16
2945,31/10/2019,Vasco,Gremio,1.0,3.0,A,2.75,2.97,2.99,-1.0,0.0,11,6
2946,31/10/2019,Santos,Bahia,1.0,0.0,H,1.57,4.05,6.42,0.5,0.0,1,3
2947,31/10/2019,Goias,Flamengo RJ,2.0,2.0,D,7.24,4.8,1.44,0.0,0.0,9,12
2948,01/11/2019,Botafogo RJ,Cruzeiro,0.0,2.0,A,3.45,3.01,2.42,-1.0,0.0,13,14
2949,01/11/2019,Internacional,Athletico-PR,1.0,1.0,D,1.84,3.67,4.54,0.0,0.0,7,0
2950,02/11/2019,Fortaleza,Atletico-MG,2.0,2.0,D,2.71,3.13,2.89,0.0,0.0,8,5
2951,02/11/2019,Fluminense,Vasco,0.0,0.0,D,2.34,3.15,3.45,0.0,0.0,19,11
2952,02/11/2019,Palmeiras,Ceara,1.0,0.0,H,1.25,5.7,14.64,0.5,0.0,10,4
2953,03/11/2019,Chapecoense-SC,Sao Paulo,0.0,3.0,A,4.76,3.33,1.91,-1.5,0.0,17,2
2954,03/11/2019,Flamengo RJ,Corinthians,4.0,1.0,H,1.47,4.23,8.14,1.5,0.0,12,16
2955,03/11/2019,Athletico-PR,CSA,1.0,0.0,H,1.25,6.03,12.75,0.5,0.0,0,18
2956,03/11/2019,Gremio,Internacional,2.0,0.0,H,2.05,3.14,4.4,1.0,0.0,6,7
2957,03/11/2019,Cruzeiro,Bahia,1.0,1.0,D,1.8,3.44,5.27,0.0,0.0,14,3
2958,03/11/2019,Santos,Botafogo RJ,4.0,1.0,H,1.31,5.44,10.69,1.5,0.0,1,13
2959,03/11/2019,Goias,Avai,2.0,0.0,H,1.61,3.88,6.17,1.0,0.0,9,15
2960,06/11/2019,Corinthians,Fortaleza,3.0,2.0,H,1.71,3.52,5.91,0.5,0.0,16,8
2961,06/11/2019,Atletico-MG,Goias,2.0,0.0,H,1.44,4.51,7.87,1.0,0.0,5,9
2962,07/11/2019,Avai,Santos,1.0,2.0,A,6.7,3.93,1.57,-0.5,0.0,15,1
2963,07/11/2019,Athletico-PR,Cruzeiro,0.0,0.0,D,1.74,3.68,5.25,0.0,0.0,0,14
2964,07/11/2019,Bahia,Chapecoense-SC,1.0,1.0,D,1.52,4.13,7.24,0.0,0.0,3,17
2965,07/11/2019,Vasco,Palmeiras,1.0,2.0,A,3.06,3.0,2.67,-0.5,0.0,11,10
2966,07/11/2019,Ceara,Internacional,2.0,0.0,H,2.35,3.2,3.36,1.0,0.0,4,7
2967,07/11/2019,Sao Paulo,Fluminense,0.0,2.0,A,1.72,3.61,5.57,-1.0,0.0,2,19
2968,07/11/2019,Botafogo RJ,Flamengo RJ,0.0,1.0,A,7.6,4.78,1.43,-0.5,0.0,13,12
2969,08/11/2019,Gremio,CSA,2.0,1.0,H,1.15,8.06,20.64,0.5,0.0,6,18
2970,09/11/2019,Goias,Santos,0.0,3.0,A,4.06,3.42,2.02,-1.5,0.0,9,1
2971,09/11/2019,Palmeiras,Corinthians,1.0,1.0,D,1.58,3.69,7.35,0.0,0.0,10,16
2972,10/11/2019,Cruzeiro,Atletico-MG,0.0,0.0,D,2.36,3.03,3.54,0.0,0.0,14,5
2973,10/11/2019,Internacional,Fluminense,2.0,1.0,H,1.78,3.58,5.14,0.5,0.0,7,19
2974,10/11/2019,Sao Paulo,Athletico-PR,0.0,1.0,A,1.71,3.64,5.59,-0.5,0.0,2,0
2975,10/11/2019,Flamengo RJ,Bahia,3.0,1.0,H,1.29,5.45,12.0,1.0,0.0,12,3
2976,10/11/2019,Chapecoense-SC,Gremio,0.0,1.0,A,6.36,3.99,1.58,-0.5,0.0,17,6
2977,10/11/2019,CSA,Vasco,0.0,3.0,A,3.05,3.03,2.65,-1.5,0.0,18,11
2978,10/11/2019,Fortaleza,Ceara,1.0,0.0,H,3.07,3.08,2.6,0.5,0.0,8,4
2979,11/11/2019,Botafogo RJ,Avai,2.0,0.0,H,1.72,3.73,5.28,1.0,0.0,13,15
2980,14/11/2019,Flamengo RJ,Vasco,4.0,4.0,D,1.38,4.85,8.53,0.0,0.0,12,11
2981,16/11/2019,Santos,Sao Paulo,1.0,1.0,D,2.02,3.19,4.34,0.0,0.0,1,2
2982,16/11/2019,Fluminense,Atletico-MG,1.0,1.0,D,2.25,3.39,3.33,0.0,0.0,19,5
2983,17/11/2019,Bahia,Palmeiras,1.0,1.0,D,4.72,3.32,1.9,0.0,0.0,3,10
2984,17/11/2019,Gremio,Flamengo RJ,0.0,1.0,A,1.97,3.6,3.97,-0.5,0.0,6,12
2985,17/11/2019,Athletico-PR,Botafogo RJ,1.0,0.0,H,1.38,4.69,9.05,0.5,0.0,0,13
2986,17/11/2019,Chapecoense-SC,Ceara,1.0,0.0,H,3.18,3.2,2.42,0.5,0.0,17,4
2987,17/11/2019,Corinthians,Internacional,0.0,0.0,D,2.51,3.03,3.22,0.0,0.0,16,7
2988,17/11/2019,Fortaleza,CSA,3.0,0.0,H,1.64,3.62,6.35,1.5,0.0,8,18
2989,18/11/2019,Vasco,Goias,1.0,1.0,D,1.52,4.06,7.14,0.0,0.0,11,9
2990,18/11/2019,Cruzeiro,Avai,0.0,0.0,D,1.29,5.08,12.94,0.0,0.0,14,15
2991,24/11/2019,Santos,Cruzeiro,4.0,1.0,H,1.87,3.57,4.44,1.5,0.0,1,14
2992,24/11/2019,Atletico-MG,Athletico-PR,0.0,1.0,A,2.0,3.66,3.77,-0.5,0.0,5,0
2993,24/11/2019,Goias,Bahia,4.0,3.0,H,2.5,3.24,3.03,0.5,0.0,9,3
2994,24/11/2019,Palmeiras,Gremio,1.0,2.0,A,2.19,3.14,3.77,-0.5,0.0,10,6
2995,24/11/2019,Botafogo RJ,Corinthians,1.0,0.0,H,3.13,2.92,2.64,0.5,0.0,13,16
2996,24/11/2019,Avai,Chapecoense-SC,0.0,1.0,A,2.42,3.17,3.21,-0.5,0.0,15,17
2997,24/11/2019,Ceara,Sao Paulo,1.0,1.0,D,2.62,3.06,3.02,0.0,0.0,4,2
2998,24/11/2019,Internacional,Fortaleza,2.0,2.0,D,1.39,4.71,8.46,0.0,0.0,7,8
2999,25/11/2019,CSA,Fluminense,0.0,1.0,A,3.88,3.36,2.06,-0.5,0.0,18,19
3000,27/11/2019,Chapecoense-SC,Botafogo RJ,0.0,1.0,A,2.57,3.02,3.13,-0.5,0.0,17,13
3001,27/11/2019,Internacional,Goias,1.0,2.0,A,1.39,4.79,8.47,-0.5,0.0,7,9
3002,28/11/2019,Bahia,Atletico-MG,1.0,1.0,D,2.56,3.27,2.91,0.0,0.0,3,5
3003,28/11/2019,Athletico-PR,Gremio,2.0,0.0,H,2.61,3.18,2.92,1.0,0.0,0,6
3004,28/11/2019,Corinthians,Avai,3.0,0.0,H,1.39,4.29,10.27,1.5,0.0,16,15
3005,28/11/2019,Flamengo RJ,Ceara,4.0,1.0,H,1.42,4.75,7.55,1.5,0.0,12,4
3006,28/11/2019,Fluminense,Palmeiras,1.0,0.0,H,2.66,3.11,2.93,0.5,0.0,19,10
3007,28/11/2019,Fortaleza,Santos,2.0,1.0,H,3.25,3.31,2.32,0.5,0.0,8,1
3008,28/11/2019,Sao Paulo,Vasco,1.0,0.0,H,1.65,3.63,6.11,0.5,0.0,2,11
3009,29/11/2019,Cruzeiro,CSA,0.0,1.0,A,1.33,4.87,10.8,-0.5,0.0,14,18
3010,30/11/2019,Botafogo RJ,Internacional,0.0,1.0,A,3.9,3.16,2.14,-0.5,0.0,13,7
3011,30/11/2019,Ceara,Athletico-PR,1.0,1.0,D,2.06,3.27,4.03,0.0,0.0,4,0
3012,01/12/2019,Avai,Fluminense,1.0,1.0,D,6.29,4.01,1.57,0.0,0.0,15,19
3013,01/12/2019,Goias,Fortaleza,1.0,2.0,A,2.01,3.58,3.82,-0.5,0.0,9,8
3014,01/12/2019,Palmeiras,Flamengo RJ,1.0,3.0,A,2.39,3.49,2.98,-1.0,0.0,10,12
3015,01/12/2019,Atletico-MG,Corinthians,2.0,1.0,H,2.01,3.32,4.14,0.5,0.0,5,16
3016,01/12/2019,CSA,Bahia,1.0,2.0,A,3.18,3.22,2.41,-0.5,0.0,18,3
3017,01/12/2019,Gremio,Sao Paulo,3.0,0.0,H,1.8,3.37,5.26,1.5,0.0,6,2
3018,01/12/2019,Santos,Chapecoense-SC,2.0,0.0,H,1.22,6.28,14.46,1.0,0.0,1,17
3019,02/12/2019,Vasco,Cruzeiro,1.0,0.0,H,2.47,3.11,3.19,0.5,0.0,11,14
3020,04/12/2019,Athletico-PR,Santos,1.0,0.0,H,2.23,3.44,3.31,0.5,0.0,0,1
3021,04/12/2019,Atletico-MG,Botafogo RJ,2.0,0.0,H,1.42,4.39,8.73,1.0,0.0,5,13
3022,04/12/2019,Ceara,Corinthians,0.0,1.0,A,2.07,3.08,4.28,-0.5,0.0,4,16
3023,05/12/2019,Chapecoense-SC,CSA,3.0,0.0,H,2.12,3.23,3.87,1.5,0.0,17,18
3024,05/12/2019,Fluminense,Fortaleza,0.0,0.0,D,1.85,3.54,4.57,0.0,0.0,19,8
3025,05/12/2019,Sao Paulo,Internacional,2.0,1.0,H,2.23,2.95,3.96,0.5,0.0,2,7
3026,05/12/2019,Bahia,Vasco,1.0,1.0,D,1.87,3.41,4.7,0.0,0.0,3,11
3027,05/12/2019,Gremio,Cruzeiro,2.0,0.0,H,1.7,3.78,5.19,1.0,0.0,6,14
3028,05/12/2019,Palmeiras,Goias,5.0,1.0,H,1.41,4.78,7.48,2.0,0.0,10,9
3029,05/12/2019,Flamengo RJ,Avai,6.0,1.0,H,1.09,10.48,22.79,2.5,0.0,12,15
3030,08/12/2019,Avai,Athletico-PR,0.0,0.0,D,4.12,3.5,1.96,0.0,0.0,15,0
3031,08/12/2019,Botafogo RJ,Ceara,1.0,1.0,D,3.2,2.54,3.0,0.0,0.0,13,4
3032,08/12/2019,Corinthians,Fluminense,1.0,2.0,A,2.19,3.24,3.62,-0.5,0.0,16,19
3033,08/12/2019,Cruzeiro,Palmeiras,0.0,2.0,A,2.58,3.33,2.84,-1.0,0.0,14,10
3034,08/12/2019,CSA,Sao Paulo,1.0,2.0,A,3.53,3.36,2.18,-0.5,0.0,18,2
3035,08/12/2019,Fortaleza,Bahia,2.0,1.0,H,2.01,3.72,3.66,0.5,0.0,8,3
3036,08/12/2019,Goias,Gremio,3.0,2.0,H,2.06,3.62,3.59,0.5,0.0,9,6
3037,08/12/2019,Internacional,Atletico-MG,2.0,1.0,H,1.57,4.3,5.73,0.5,0.0,7,5
3038,08/12/2019,Santos,Flamengo RJ,4.0,0.0,H,2.71,3.74,2.47,2.0,0.0,1,12
3039,08/12/2019,Vasco,Chapecoense-SC,1.0,1.0,D,1.4,4.58,8.62,0.0,0.0,11,17
